"site","place_name","date","latitude","longitude","sp","collection_method","Life_stage","Count"
"2017_H_07","Blanquizal Point","8/20/2017",55.62082,-133.38664,"Hexagrammos decagrammus","beach seine","adult/non-larval juveniles",4
"2017_H_07","Blanquizal Point","8/20/2017",55.62082,-133.38664,"Synchirus gilli","beach seine","adult/non-larval juveniles",16
"2017_H_07","Blanquizal Point","8/20/2017",55.62082,-133.38664,"Sebastes melanops","beach seine","adult/non-larval juveniles",1
"2017_H_07","Blanquizal Point","8/20/2017",55.62082,-133.38664,"Sebastes maliger","beach seine","adult/non-larval juveniles",11
"2017_H_07","Blanquizal Point","8/20/2017",55.62082,-133.38664,"Sebastes caurinus","beach seine","adult/non-larval juveniles",26
"2017_L_01","Soda Bay","4/30/2017",55.26366,-132.995,"Enophrys bison","beach seine","adult/non-larval juveniles",20
"2017_L_01","Soda Bay","4/30/2017",55.26366,-132.995,"Polychaeta_sp","hand","adult/non-larval juveniles",28
"2017_L_01","Soda Bay","4/30/2017",55.26366,-132.995,"Leptocottus armatus","beach seine","adult/non-larval juveniles",16
"2017_L_01","Soda Bay","4/30/2017",55.26366,-132.995,"Lumpenus sagitta","beach seine","adult/non-larval juveniles",15
"2017_L_01","Soda Bay","4/30/2017",55.26366,-132.995,"Temessus cheiragonus","crab pot","adult/non-larval juveniles",1
"2017_L_01","Soda Bay","4/30/2017",55.26366,-132.995,"Cancer productus","crab pot","adult/non-larval juveniles",4
"2017_L_01","Soda Bay","4/30/2017",55.26366,-132.995,"Lepidopsetta spp.","beach seine","adult/non-larval juveniles",10
"2017_L_01","Soda Bay","4/30/2017",55.26366,-132.995,"Littorina_sp","hand","adult/non-larval juveniles",0
"2017_L_01","Soda Bay","4/30/2017",55.26366,-132.995,"Gasterosteus aculeatus","beach seine","adult/non-larval juveniles",321
"2017_L_01","Soda Bay","4/30/2017",55.26366,-132.995,"Decapoda","crab pot","adult/non-larval juveniles",1
"2017_L_01","Soda Bay","4/30/2017",55.26366,-132.995,"Cymatogaster aggregata","beach seine","adult/non-larval juveniles",27
"2017_L_01","Soda Bay","4/30/2017",55.26366,-132.995,"Gadus chalcogrammus","beach seine","adult/non-larval juveniles",2
"2017_L_01","Soda Bay","4/30/2017",55.26366,-132.995,"Syngnathus leptorhynchus","beach seine","adult/non-larval juveniles",20
"2017_L_01","Soda Bay","4/30/2017",55.26366,-132.995,"Hexagrammidae sp.","beach seine","adult/non-larval juveniles",5
"2017_L_01","Soda Bay","4/30/2017",55.26366,-132.995,"Hexagrammos stelleri","beach seine","adult/non-larval juveniles",2
"2017_L_01","Soda Bay","4/30/2017",55.26366,-132.995,"Caprella_alaskana","hand","adult/non-larval juveniles",0
"2017_L_01","Soda Bay","4/30/2017",55.26366,-132.995,"Lottia_sp","hand","adult/non-larval juveniles",2
"2017_L_01","Soda Bay","4/30/2017",55.26366,-132.995,"Pleuronectidae","beach seine","adult/non-larval juveniles",1
"2017_L_01","Soda Bay","4/30/2017",55.26366,-132.995,"Cottidae","beach seine","adult/non-larval juveniles",0
"2017_L_01","Soda Bay","4/30/2017",55.26366,-132.995,"Artedius spp.","beach seine","adult/non-larval juveniles",9
"2017_L_01","Soda Bay","4/30/2017",55.26366,-132.995,"Platichthys stellatus","beach seine","adult/non-larval juveniles",12
"2017_L_01","Soda Bay","4/30/2017",55.26366,-132.995,"Oregonia gracilis","crab pot","adult/non-larval juveniles",1
"2017_L_01","Soda Bay","4/30/2017",55.26366,-132.995,"Metacarcinus magister","crab pot","adult/non-larval juveniles",12
"2017_L_01","Soda Bay","4/30/2017",55.26366,-132.995,"Idothea_rascata","hand","adult/non-larval juveniles",0
"2017_L_01","Soda Bay","4/30/2017",55.26366,-132.995,"Myoxocephalus sp.","beach seine","adult/non-larval juveniles",34
"2017_L_01","Soda Bay","4/30/2017",55.26366,-132.995,"Zostera_marina","hand","adult/non-larval juveniles",50
"2017_L_01","Soda Bay","4/30/2017",55.26366,-132.995,"Pugettia producta","crab pot","adult/non-larval juveniles",1
"2017_L_01","Soda Bay","4/30/2017",55.26366,-132.995,"Oncorhynchus gorbuscha","beach seine","adult/non-larval juveniles",2
"2017_L_01","Soda Bay","4/30/2017",55.26366,-132.995,"Oncorhynchus keta","beach seine","adult/non-larval juveniles",56
"2017_L_01","Soda Bay","4/30/2017",55.26366,-132.995,"Odontopyxis trispinosa","beach seine","adult/non-larval juveniles",1
"2017_L_01","Soda Bay","4/30/2017",55.26366,-132.995,"Oncorhynchus kisutch","beach seine","adult/non-larval juveniles",6
"2017_L_01","Soda Bay","4/30/2017",55.26366,-132.995,"Parophrys vetulus","beach seine","adult/non-larval juveniles",2
"2017_L_01","Soda Bay","4/30/2017",55.26366,-132.995,"Pholis laeta","beach seine","adult/non-larval juveniles",17
"2017_L_01","Soda Bay","4/30/2017",55.26366,-132.995,"Gammarid_amphipod","hand","adult/non-larval juveniles",0
"2017_L_02","Goats mouth inlet","5/27/2017",55.19286,-132.9,"Cottidae","beach seine","adult/non-larval juveniles",0
"2017_L_02","Goats mouth inlet","5/27/2017",55.19286,-132.9,"Leptocottus armatus","beach seine","adult/non-larval juveniles",14
"2017_L_02","Goats mouth inlet","5/27/2017",55.19286,-132.9,"Aulorhynchus flavidus","beach seine","adult/non-larval juveniles",2
"2017_L_02","Goats mouth inlet","5/27/2017",55.19286,-132.9,"Polychaeta_sp","hand","adult/non-larval juveniles",26
"2017_L_02","Goats mouth inlet","5/27/2017",55.19286,-132.9,"Apodichthys flavidus","beach seine","adult/non-larval juveniles",1
"2017_L_02","Goats mouth inlet","5/27/2017",55.19286,-132.9,"Caprella_alaskana","hand","adult/non-larval juveniles",6
"2017_L_02","Goats mouth inlet","5/27/2017",55.19286,-132.9,"Myoxocephalus sp.","beach seine","adult/non-larval juveniles",72
"2017_L_02","Goats mouth inlet","5/27/2017",55.19286,-132.9,"Enophrys bison","beach seine","adult/non-larval juveniles",3
"2017_L_02","Goats mouth inlet","5/27/2017",55.19286,-132.9,"Lottia_sp","hand","adult/non-larval juveniles",8
"2017_L_02","Goats mouth inlet","5/27/2017",55.19286,-132.9,"Zostera_marina","hand","adult/non-larval juveniles",50
"2017_L_02","Goats mouth inlet","5/27/2017",55.19286,-132.9,"Myoxocephalus polyacanthocephalus","beach seine","adult/non-larval juveniles",1
"2017_L_02","Goats mouth inlet","5/27/2017",55.19286,-132.9,"Hexagrammos stelleri","beach seine","adult/non-larval juveniles",9
"2017_L_02","Goats mouth inlet","5/27/2017",55.19286,-132.9,"Lepidopsetta spp.","beach seine","adult/non-larval juveniles",1
"2017_L_02","Goats mouth inlet","5/27/2017",55.19286,-132.9,"Idothea_rascata","hand","adult/non-larval juveniles",5
"2017_L_02","Goats mouth inlet","5/27/2017",55.19286,-132.9,"Gasterosteus aculeatus","beach seine","adult/non-larval juveniles",4
"2017_L_02","Goats mouth inlet","5/27/2017",55.19286,-132.9,"Platichthys stellatus","beach seine","adult/non-larval juveniles",3
"2017_L_02","Goats mouth inlet","5/27/2017",55.19286,-132.9,"Cancer productus","crab pot","adult/non-larval juveniles",17
"2017_L_02","Goats mouth inlet","5/27/2017",55.19286,-132.9,"Gadus chalcogrammus","beach seine","adult/non-larval juveniles",87
"2017_L_02","Goats mouth inlet","5/27/2017",55.19286,-132.9,"Syngnathus leptorhynchus","beach seine","adult/non-larval juveniles",9
"2017_L_02","Goats mouth inlet","5/27/2017",55.19286,-132.9,"Pholis laeta","beach seine","adult/non-larval juveniles",2
"2017_L_02","Goats mouth inlet","5/27/2017",55.19286,-132.9,"Gammarid_amphipod","hand","adult/non-larval juveniles",1
"2017_L_02","Goats mouth inlet","5/27/2017",55.19286,-132.9,"Temessus cheiragonus","crab pot","adult/non-larval juveniles",6
"2017_L_02","Goats mouth inlet","5/27/2017",55.19286,-132.9,"Lumpenus sagitta","beach seine","adult/non-larval juveniles",1
"2017_L_02","Goats mouth inlet","5/27/2017",55.19286,-132.9,"Metacarcinus magister","crab pot","adult/non-larval juveniles",5
"2017_L_02","Goats mouth inlet","5/27/2017",55.19286,-132.9,"Hexagrammos octogrammus","beach seine","adult/non-larval juveniles",1
"2017_L_02","Goats mouth inlet","5/27/2017",55.19286,-132.9,"Pugettia producta","crab pot","adult/non-larval juveniles",3
"2017_L_02","Goats mouth inlet","5/27/2017",55.19286,-132.9,"Littorina_sp","hand","adult/non-larval juveniles",4
"2017_L_02","Goats mouth inlet","5/27/2017",55.19286,-132.9,"Pleuronectidae","beach seine","adult/non-larval juveniles",1
"2017_L_02","Goats mouth inlet","5/27/2017",55.19286,-132.9,"Hemigrapsus","crab pot","adult/non-larval juveniles",3
"2017_L_02","Goats mouth inlet","5/27/2017",55.19286,-132.9,"Telmessus cheiragonus","crab pot","adult/non-larval juveniles",1
"2017_L_02","Goats mouth inlet","5/27/2017",55.19286,-132.9,"Metacarcinus gracilis","crab pot","adult/non-larval juveniles",1
"2017_L_03","North Pass","5/26/2017",55.22962,-132.925,"Temessus cheiragonus","crab pot","adult/non-larval juveniles",6
"2017_L_03","North Pass","5/26/2017",55.22962,-132.925,"Myoxocephalus sp.","beach seine","adult/non-larval juveniles",7
"2017_L_03","North Pass","5/26/2017",55.22962,-132.925,"Gasterosteus aculeatus","beach seine","adult/non-larval juveniles",1002
"2017_L_03","North Pass","5/26/2017",55.22962,-132.925,"Leptocottus armatus","beach seine","adult/non-larval juveniles",21
"2017_L_03","North Pass","5/26/2017",55.22962,-132.925,"Metacarcinus gracilis","crab pot","adult/non-larval juveniles",1
"2017_L_03","North Pass","5/26/2017",55.22962,-132.925,"Caprella_alaskana","hand","adult/non-larval juveniles",9
"2017_L_03","North Pass","5/26/2017",55.22962,-132.925,"Lottia_sp","hand","adult/non-larval juveniles",12
"2017_L_03","North Pass","5/26/2017",55.22962,-132.925,"Telmessus cheiragonus","crab pot","adult/non-larval juveniles",1
"2017_L_03","North Pass","5/26/2017",55.22962,-132.925,"Myoxocephalus polyacanthocephalus","beach seine","adult/non-larval juveniles",1
"2017_L_03","North Pass","5/26/2017",55.22962,-132.925,"Hemigrapsus","crab pot","adult/non-larval juveniles",1
"2017_L_03","North Pass","5/26/2017",55.22962,-132.925,"Clupea pallasii","beach seine","adult/non-larval juveniles",24
"2017_L_03","North Pass","5/26/2017",55.22962,-132.925,"Hexagrammos stelleri","beach seine","adult/non-larval juveniles",1
"2017_L_03","North Pass","5/26/2017",55.22962,-132.925,"Metacarcinus magister","crab pot","adult/non-larval juveniles",7
"2017_L_03","North Pass","5/26/2017",55.22962,-132.925,"Idothea_rascata","hand","adult/non-larval juveniles",3
"2017_L_03","North Pass","5/26/2017",55.22962,-132.925,"Littorina_sp","hand","adult/non-larval juveniles",3
"2017_L_03","North Pass","5/26/2017",55.22962,-132.925,"Cottidae","beach seine","adult/non-larval juveniles",0
"2017_L_03","North Pass","5/26/2017",55.22962,-132.925,"Lumpenus sagitta","beach seine","adult/non-larval juveniles",13
"2017_L_03","North Pass","5/26/2017",55.22962,-132.925,"Oncorhynchus gorbuscha","beach seine","adult/non-larval juveniles",2
"2017_L_03","North Pass","5/26/2017",55.22962,-132.925,"Platichthys stellatus","beach seine","adult/non-larval juveniles",6
"2017_L_03","North Pass","5/26/2017",55.22962,-132.925,"Aulorhynchus flavidus","beach seine","adult/non-larval juveniles",7
"2017_L_03","North Pass","5/26/2017",55.22962,-132.925,"Enophrys bison","beach seine","adult/non-larval juveniles",1
"2017_L_03","North Pass","5/26/2017",55.22962,-132.925,"Cancer productus","crab pot","adult/non-larval juveniles",7
"2017_L_03","North Pass","5/26/2017",55.22962,-132.925,"Polychaeta_sp","hand","adult/non-larval juveniles",43
"2017_L_03","North Pass","5/26/2017",55.22962,-132.925,"Gammarid_amphipod","hand","adult/non-larval juveniles",15
"2017_L_03","North Pass","5/26/2017",55.22962,-132.925,"Oncorhynchus keta","beach seine","adult/non-larval juveniles",6
"2017_L_03","North Pass","5/26/2017",55.22962,-132.925,"Lepidopsetta spp.","beach seine","adult/non-larval juveniles",13
"2017_L_03","North Pass","5/26/2017",55.22962,-132.925,"Pholis laeta","beach seine","adult/non-larval juveniles",41
"2017_L_03","North Pass","5/26/2017",55.22962,-132.925,"Syngnathus leptorhynchus","beach seine","adult/non-larval juveniles",13
"2017_L_03","North Pass","5/26/2017",55.22962,-132.925,"Cymatogaster aggregata","beach seine","adult/non-larval juveniles",108
"2017_L_03","North Pass","5/26/2017",55.22962,-132.925,"Artedius spp.","beach seine","adult/non-larval juveniles",6
"2017_L_03","North Pass","5/26/2017",55.22962,-132.925,"Anoplarchus insignis","beach seine","adult/non-larval juveniles",1
"2017_L_03","North Pass","5/26/2017",55.22962,-132.925,"Zostera_marina","hand","adult/non-larval juveniles",50
"2017_L_04","Natzuhini Bay","6/28/2017",55.25051,-132.883,"Leptocottus armatus","beach seine","adult/non-larval juveniles",54
"2017_L_04","Natzuhini Bay","6/28/2017",55.25051,-132.883,"Gasterosteus aculeatus","beach seine","adult/non-larval juveniles",3158
"2017_L_04","Natzuhini Bay","6/28/2017",55.25051,-132.883,"Metacarcinus magister","crab pot","adult/non-larval juveniles",8
"2017_L_04","Natzuhini Bay","6/28/2017",55.25051,-132.883,"Oncorhynchus keta","beach seine","adult/non-larval juveniles",15
"2017_L_04","Natzuhini Bay","6/28/2017",55.25051,-132.883,"Lepidopsetta spp.","beach seine","adult/non-larval juveniles",18
"2017_L_04","Natzuhini Bay","6/28/2017",55.25051,-132.883,"Temessus cheiragonus","crab pot","adult/non-larval juveniles",1
"2017_L_04","Natzuhini Bay","6/28/2017",55.25051,-132.883,"Metacarcinus gracilis","crab pot","adult/non-larval juveniles",1
"2017_L_04","Natzuhini Bay","6/28/2017",55.25051,-132.883,"Polychaeta_sp","hand","adult/non-larval juveniles",22
"2017_L_04","Natzuhini Bay","6/28/2017",55.25051,-132.883,"Cymatogaster aggregata","beach seine","adult/non-larval juveniles",6
"2017_L_04","Natzuhini Bay","6/28/2017",55.25051,-132.883,"Enophrys bison","beach seine","adult/non-larval juveniles",1
"2017_L_04","Natzuhini Bay","6/28/2017",55.25051,-132.883,"Cancer productus","crab pot","adult/non-larval juveniles",8
"2017_L_04","Natzuhini Bay","6/28/2017",55.25051,-132.883,"Lumpenus sagitta","beach seine","adult/non-larval juveniles",48
"2017_L_04","Natzuhini Bay","6/28/2017",55.25051,-132.883,"Myoxocephalus sp.","beach seine","adult/non-larval juveniles",1
"2017_L_04","Natzuhini Bay","6/28/2017",55.25051,-132.883,"Pallasina barbata","beach seine","adult/non-larval juveniles",2
"2017_L_04","Natzuhini Bay","6/28/2017",55.25051,-132.883,"Caprella_alaskana","hand","adult/non-larval juveniles",97
"2017_L_04","Natzuhini Bay","6/28/2017",55.25051,-132.883,"Lottia_sp","hand","adult/non-larval juveniles",21
"2017_L_04","Natzuhini Bay","6/28/2017",55.25051,-132.883,"Clupea pallasii","beach seine","adult/non-larval juveniles",2
"2017_L_04","Natzuhini Bay","6/28/2017",55.25051,-132.883,"Platichthys stellatus","beach seine","adult/non-larval juveniles",20
"2017_L_04","Natzuhini Bay","6/28/2017",55.25051,-132.883,"Artedius spp.","beach seine","adult/non-larval juveniles",4
"2017_L_04","Natzuhini Bay","6/28/2017",55.25051,-132.883,"Idothea_rascata","hand","adult/non-larval juveniles",11
"2017_L_04","Natzuhini Bay","6/28/2017",55.25051,-132.883,"Pholis laeta","beach seine","adult/non-larval juveniles",64
"2017_L_04","Natzuhini Bay","6/28/2017",55.25051,-132.883,"Littorina_sp","hand","adult/non-larval juveniles",30
"2017_L_04","Natzuhini Bay","6/28/2017",55.25051,-132.883,"Parophrys vetulus","beach seine","adult/non-larval juveniles",16
"2017_L_04","Natzuhini Bay","6/28/2017",55.25051,-132.883,"Aulorhynchus flavidus","beach seine","adult/non-larval juveniles",4
"2017_L_04","Natzuhini Bay","6/28/2017",55.25051,-132.883,"Zostera_marina","hand","adult/non-larval juveniles",50
"2017_L_04","Natzuhini Bay","6/28/2017",55.25051,-132.883,"Gammarid_amphipod","hand","adult/non-larval juveniles",101
"2017_L_04","Natzuhini Bay","6/28/2017",55.25051,-132.883,"Syngnathus leptorhynchus","beach seine","adult/non-larval juveniles",113
"2017_L_05","Dunbar Inlet","6/27/2017",55.0848,-132.826,"Pholis laeta","beach seine","adult/non-larval juveniles",108
"2017_L_05","Dunbar Inlet","6/27/2017",55.0848,-132.826,"Clupea pallasii","beach seine","adult/non-larval juveniles",5
"2017_L_05","Dunbar Inlet","6/27/2017",55.0848,-132.826,"Syngnathus leptorhynchus","beach seine","adult/non-larval juveniles",20
"2017_L_05","Dunbar Inlet","6/27/2017",55.0848,-132.826,"Oncorhynchus kisutch","beach seine","adult/non-larval juveniles",1
"2017_L_05","Dunbar Inlet","6/27/2017",55.0848,-132.826,"Parophrys vetulus","beach seine","adult/non-larval juveniles",5
"2017_L_05","Dunbar Inlet","6/27/2017",55.0848,-132.826,"Idothea_rascata","hand","adult/non-larval juveniles",4
"2017_L_05","Dunbar Inlet","6/27/2017",55.0848,-132.826,"Citharichthys sordidus","beach seine","adult/non-larval juveniles",6
"2017_L_05","Dunbar Inlet","6/27/2017",55.0848,-132.826,"Metacarcinus gracilis","crab pot","adult/non-larval juveniles",3
"2017_L_05","Dunbar Inlet","6/27/2017",55.0848,-132.826,"Polychaeta_sp","hand","adult/non-larval juveniles",19
"2017_L_05","Dunbar Inlet","6/27/2017",55.0848,-132.826,"Littorina_sp","hand","adult/non-larval juveniles",49
"2017_L_05","Dunbar Inlet","6/27/2017",55.0848,-132.826,"Cancridae","crab pot","adult/non-larval juveniles",1
"2017_L_05","Dunbar Inlet","6/27/2017",55.0848,-132.826,"Nautichthys oculofasciatus","beach seine","adult/non-larval juveniles",1
"2017_L_05","Dunbar Inlet","6/27/2017",55.0848,-132.826,"Caprella_alaskana","hand","adult/non-larval juveniles",2
"2017_L_05","Dunbar Inlet","6/27/2017",55.0848,-132.826,"Aulorhynchus flavidus","beach seine","adult/non-larval juveniles",1
"2017_L_05","Dunbar Inlet","6/27/2017",55.0848,-132.826,"Myoxocephalus sp.","beach seine","adult/non-larval juveniles",1
"2017_L_05","Dunbar Inlet","6/27/2017",55.0848,-132.826,"Gadus chalcogrammus","beach seine","adult/non-larval juveniles",1
"2017_L_05","Dunbar Inlet","6/27/2017",55.0848,-132.826,"Artedius spp.","beach seine","adult/non-larval juveniles",7
"2017_L_05","Dunbar Inlet","6/27/2017",55.0848,-132.826,"Cymatogaster aggregata","beach seine","adult/non-larval juveniles",287
"2017_L_05","Dunbar Inlet","6/27/2017",55.0848,-132.826,"Cancer productus","crab pot","adult/non-larval juveniles",2
"2017_L_05","Dunbar Inlet","6/27/2017",55.0848,-132.826,"Pagurus spp.","crab pot","adult/non-larval juveniles",11
"2017_L_05","Dunbar Inlet","6/27/2017",55.0848,-132.826,"Gasterosteus aculeatus","beach seine","adult/non-larval juveniles",28
"2017_L_05","Dunbar Inlet","6/27/2017",55.0848,-132.826,"Hexagrammos stelleri","beach seine","adult/non-larval juveniles",1
"2017_L_05","Dunbar Inlet","6/27/2017",55.0848,-132.826,"Metacarcinus magister","crab pot","adult/non-larval juveniles",18
"2017_L_05","Dunbar Inlet","6/27/2017",55.0848,-132.826,"Lepidopsetta spp.","beach seine","adult/non-larval juveniles",16
"2017_L_05","Dunbar Inlet","6/27/2017",55.0848,-132.826,"Temessus cheiragonus","crab pot","adult/non-larval juveniles",14
"2017_L_05","Dunbar Inlet","6/27/2017",55.0848,-132.826,"Lottia_sp","hand","adult/non-larval juveniles",7
"2017_L_05","Dunbar Inlet","6/27/2017",55.0848,-132.826,"Zostera_marina","hand","adult/non-larval juveniles",50
"2017_L_05","Dunbar Inlet","6/27/2017",55.0848,-132.826,"Myoxocephalus polyacanthocephalus","beach seine","adult/non-larval juveniles",7
"2017_L_05","Dunbar Inlet","6/27/2017",55.0848,-132.826,"Gammarid_amphipod","hand","adult/non-larval juveniles",15
"2017_L_05","Dunbar Inlet","6/27/2017",55.0848,-132.826,"Lumpenus sagitta","beach seine","adult/non-larval juveniles",164
"2017_L_05","Dunbar Inlet","6/27/2017",55.0848,-132.826,"Leptocottus armatus","beach seine","adult/non-larval juveniles",18
"2017_L_06","Farallon Bay","7/23/2017",55.19112,-133.105314,"Artedius spp.","beach seine","adult/non-larval juveniles",93
"2017_L_06","Farallon Bay","7/23/2017",55.19112,-133.105314,"Apodichthys flavidus","beach seine","adult/non-larval juveniles",1
"2017_L_06","Farallon Bay","7/23/2017",55.19112,-133.105314,"Temessus cheiragonus","crab pot","adult/non-larval juveniles",2
"2017_L_06","Farallon Bay","7/23/2017",55.19112,-133.105314,"Polychaeta_sp","hand","adult/non-larval juveniles",11
"2017_L_06","Farallon Bay","7/23/2017",55.19112,-133.105314,"Gasterosteus aculeatus","beach seine","adult/non-larval juveniles",4
"2017_L_06","Farallon Bay","7/23/2017",55.19112,-133.105314,"Hexagrammos decagrammus","beach seine","adult/non-larval juveniles",4
"2017_L_06","Farallon Bay","7/23/2017",55.19112,-133.105314,"Anoplarchus insignis","beach seine","adult/non-larval juveniles",3
"2017_L_06","Farallon Bay","7/23/2017",55.19112,-133.105314,"Lottia_sp","hand","adult/non-larval juveniles",42
"2017_L_06","Farallon Bay","7/23/2017",55.19112,-133.105314,"Myoxocephalus polyacanthocephalus","beach seine","adult/non-larval juveniles",5
"2017_L_06","Farallon Bay","7/23/2017",55.19112,-133.105314,"Nautichthys oculofasciatus","beach seine","adult/non-larval juveniles",1
"2017_L_06","Farallon Bay","7/23/2017",55.19112,-133.105314,"Hexagrammos stelleri","beach seine","adult/non-larval juveniles",4
"2017_L_06","Farallon Bay","7/23/2017",55.19112,-133.105314,"Leptocottus armatus","beach seine","adult/non-larval juveniles",27
"2017_L_06","Farallon Bay","7/23/2017",55.19112,-133.105314,"Gadus macrocephalus","beach seine","adult/non-larval juveniles",36
"2017_L_06","Farallon Bay","7/23/2017",55.19112,-133.105314,"Sebastes auriculatus","beach seine","adult/non-larval juveniles",3
"2017_L_06","Farallon Bay","7/23/2017",55.19112,-133.105314,"Oligocottus maculosus","beach seine","adult/non-larval juveniles",25
"2017_L_06","Farallon Bay","7/23/2017",55.19112,-133.105314,"Parophrys vetulus","beach seine","adult/non-larval juveniles",1
"2017_L_06","Farallon Bay","7/23/2017",55.19112,-133.105314,"Pugettia producta ","crab pot","adult/non-larval juveniles",3
"2017_L_06","Farallon Bay","7/23/2017",55.19112,-133.105314,"Idothea_rascata","hand","adult/non-larval juveniles",7
"2017_L_06","Farallon Bay","7/23/2017",55.19112,-133.105314,"Metacarcinus magister","crab pot","adult/non-larval juveniles",5
"2017_L_06","Farallon Bay","7/23/2017",55.19112,-133.105314,"Pagurus spp.","crab pot","adult/non-larval juveniles",2
"2017_L_06","Farallon Bay","7/23/2017",55.19112,-133.105314,"Blepsias cirrhosus","beach seine","adult/non-larval juveniles",4
"2017_L_06","Farallon Bay","7/23/2017",55.19112,-133.105314,"Pholis laeta","beach seine","adult/non-larval juveniles",127
"2017_L_06","Farallon Bay","7/23/2017",55.19112,-133.105314,"Myoxocephalus sp.","beach seine","adult/non-larval juveniles",10
"2017_L_06","Farallon Bay","7/23/2017",55.19112,-133.105314,"Littorina_sp","hand","adult/non-larval juveniles",173
"2017_L_06","Farallon Bay","7/23/2017",55.19112,-133.105314,"Gadus chalcogrammus","beach seine","adult/non-larval juveniles",6
"2017_L_06","Farallon Bay","7/23/2017",55.19112,-133.105314,"Scorpaenichthys marmoratus","beach seine","adult/non-larval juveniles",1
"2017_L_06","Farallon Bay","7/23/2017",55.19112,-133.105314,"Hemigrapsus","crab pot","adult/non-larval juveniles",1
"2017_L_06","Farallon Bay","7/23/2017",55.19112,-133.105314,"Lumpenus sagitta","beach seine","adult/non-larval juveniles",4
"2017_L_06","Farallon Bay","7/23/2017",55.19112,-133.105314,"Aulorhynchus flavidus","beach seine","adult/non-larval juveniles",28
"2017_L_06","Farallon Bay","7/23/2017",55.19112,-133.105314,"Sebastes caurinus","beach seine","adult/non-larval juveniles",3
"2017_L_06","Farallon Bay","7/23/2017",55.19112,-133.105314,"Pycnopodia helianthoides","crab pot","adult/non-larval juveniles",1
"2017_L_06","Farallon Bay","7/23/2017",55.19112,-133.105314,"Cottidae","beach seine","adult/non-larval juveniles",0
"2017_L_06","Farallon Bay","7/23/2017",55.19112,-133.105314,"Platichthys stellatus","beach seine","adult/non-larval juveniles",1
"2017_L_06","Farallon Bay","7/23/2017",55.19112,-133.105314,"Gammarid_amphipod","hand","adult/non-larval juveniles",3
"2017_L_06","Farallon Bay","7/23/2017",55.19112,-133.105314,"Cancer productus","crab pot","adult/non-larval juveniles",12
"2017_L_06","Farallon Bay","7/23/2017",55.19112,-133.105314,"Sebastes maliger","beach seine","adult/non-larval juveniles",1
"2017_L_06","Farallon Bay","7/23/2017",55.19112,-133.105314,"Caprella_alaskana","hand","adult/non-larval juveniles",0
"2017_L_06","Farallon Bay","7/23/2017",55.19112,-133.105314,"Enophrys bison","beach seine","adult/non-larval juveniles",2
"2017_L_06","Farallon Bay","7/23/2017",55.19112,-133.105314,"Zostera_marina","hand","adult/non-larval juveniles",50
"2017_L_06","Farallon Bay","7/23/2017",55.19112,-133.105314,"Cymatogaster aggregata","beach seine","adult/non-larval juveniles",297
"2017_L_06","Farallon Bay","7/23/2017",55.19112,-133.105314,"Syngnathus leptorhynchus","beach seine","adult/non-larval juveniles",78
"2017_L_07","Hetta Cove","7/22/2017",55.155625,-132.589934,"Platichthys stellatus","beach seine","adult/non-larval juveniles",7
"2017_L_07","Hetta Cove","7/22/2017",55.155625,-132.589934,"Parophrys vetulus","beach seine","adult/non-larval juveniles",5
"2017_L_07","Hetta Cove","7/22/2017",55.155625,-132.589934,"Pholis laeta","beach seine","adult/non-larval juveniles",111
"2017_L_07","Hetta Cove","7/22/2017",55.155625,-132.589934,"Sebastes auriculatus","beach seine","adult/non-larval juveniles",2
"2017_L_07","Hetta Cove","7/22/2017",55.155625,-132.589934,"Pugettia producta ","crab pot","adult/non-larval juveniles",12
"2017_L_07","Hetta Cove","7/22/2017",55.155625,-132.589934,"Temessus cheiragonus","crab pot","adult/non-larval juveniles",1
"2017_L_07","Hetta Cove","7/22/2017",55.155625,-132.589934,"Lumpenus sagitta","beach seine","adult/non-larval juveniles",2
"2017_L_07","Hetta Cove","7/22/2017",55.155625,-132.589934,"Artedius spp.","beach seine","adult/non-larval juveniles",14
"2017_L_07","Hetta Cove","7/22/2017",55.155625,-132.589934,"Polychaeta_sp","hand","adult/non-larval juveniles",38
"2017_L_07","Hetta Cove","7/22/2017",55.155625,-132.589934,"Pleuronichthys coenosus","beach seine","adult/non-larval juveniles",3
"2017_L_07","Hetta Cove","7/22/2017",55.155625,-132.589934,"Littorina_sp","hand","adult/non-larval juveniles",7
"2017_L_07","Hetta Cove","7/22/2017",55.155625,-132.589934,"Hemilepidotus sp. ","beach seine","adult/non-larval juveniles",7
"2017_L_07","Hetta Cove","7/22/2017",55.155625,-132.589934,"Leptocottus armatus","beach seine","adult/non-larval juveniles",26
"2017_L_07","Hetta Cove","7/22/2017",55.155625,-132.589934,"Pagurus spp.","crab pot","adult/non-larval juveniles",12
"2017_L_07","Hetta Cove","7/22/2017",55.155625,-132.589934,"Sebastes caurinus","beach seine","adult/non-larval juveniles",3
"2017_L_07","Hetta Cove","7/22/2017",55.155625,-132.589934,"Sebastes maliger","beach seine","adult/non-larval juveniles",1
"2017_L_07","Hetta Cove","7/22/2017",55.155625,-132.589934,"Cancer productus","crab pot","adult/non-larval juveniles",7
"2017_L_07","Hetta Cove","7/22/2017",55.155625,-132.589934,"Lottia_sp","hand","adult/non-larval juveniles",1
